Product Name,Seller,Location,Price,Sold,Rating,Link
Buku Kimia Lingkungan,Madu Mubarak,Kab. Sleman,Rp114.500,Terjual 1,No Ratings,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_n7o_Hp6AyRbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_eDUSz2Q31i6sJfo_j7o_1RopKDUMoFyaUEop1Fbm-0g9BRQR-j9fBjUsthHArd6_yOHpUfbm-xgVYpyfYagZUEHsjNbsKFHAHfoAeOHsjR6ArDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1O1z_V6qjjhZ3BRq3-W69ugHBu2_fB-HjOW19B6uchW_jHF8u2Iz_VHuVVR_OPgPJYJ_Mh6epnp_uztQJNk3MOgqjjO3jzsq1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGrMzc63hBz7gkgJo-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-8jOJu9u68jVd_92zHJO1ypC6zJJO_M2gq3gzv_7ibm-Orfua9fBjUstiHmUDUMVDgaUEUMW79fudy3o7UiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pKDHpHh6mF7Hpyd9ZFiQBYsy3Njq3zxPcuwy3zpUsthoAJDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aU7HpydUiFi6ArRUiFi6ArNUiFi6AyRUiFi6Ay7UB7DUS-BQcufy3NsguYpyfYagZUEHmddHs1dosHfosHNosJfHpHObm-FrMBsguYiq3ei6srOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstOoArXHpj7osndHpjposURHiFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmddHs1dosHRH_KN6AyOH_Jawe?t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fmadumubarak%2Fbuku-kimia-lingkungan%3FextParam%3Divf%253Dfalse%26src%3Dtopads&is_search=1&ob=23&management_type=1&keywords=buku+kimia&page=1&dv=desktop&src=search
Buku Kimia Dasar 3,bukudiskon,Bandung,Rp75.000,Terjual 0,No Ratings,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1OHsJRH_Kfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_1DUSz2Q31i6sJfo_j7o_1RopKDUMoFyaUEos1Fbm-xgVYpyfYagZUEHsjabsHdH_HOHAnR6_rpHpjDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBk39BqzJjh_OPgHJh1ZMWguVu7_jzCou22HAzoHB1F_Vzs8JYIu_-6Qu22_32Dq7NNZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPR2y8BVE_M2t6cgIPRBizpjpgjxdr7O98IgjHRKdypoZPcgU8c2gq1BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjjp_1H7HjN1Z_zvucPE_320H7NEqR2-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMWN_c2ooJO1__VozJJp_Ozs8jOEqfBM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-pPcOwQAowQA-wQAJibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Q6mFpHpJdbAeposxPbm-X9foxQMz2gcV7guYxgIHi6sJ7HZFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6s17HAHDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUseposKibmUdopribmUdopjibmUdosribmUdosei9ZFirI-2yfuwyMBjUstfo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_efbsrao_1aH_UaH_eOHsKDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snX6AyN6_nOo_jhHAJhHAeRoI7?keywords=buku+kimia&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fdiskonbuku%2Fbuku-kimia-dasar-3%3FextParam%3Divf%253Dfalse%26src%3Dtopads&ob=23&src=search&page=1&management_type=2&dv=desktop&is_search=1
Kewirausahaan Hasil Hutan,UGM Press Online,Kab. Sleman,Rp36.500,Terjual 50+,4.9,https://www.tokopedia.com/ugmpressonline/kewirausahaan-hasil-hutan?extParam=ivf%3Dfalse%26src%3Dsearch
Buku Siswa Aktif dan Kreatif Belajar Kimia Kelas 12 SMA K13 Grafindo,TOKO BUKU RAMOEDYA,Jakarta Selatan,Rp90.000,Terjual 30+,4.9,https://www.tokopedia.com/ramoedya/buku-siswa-aktif-dan-kreatif-belajar-kimia-kelas-12-sma-k13-grafindo?extParam=ivf%3Dfalse%26src%3Dsearch
buku kimia penerbit quadra kelas 12 XII 3 SMA maryono k13 2013 revisi,sekengame,Tangerang Selatan,Rp75.000,Terjual 14,5.0,https://www.tokopedia.com/sekengame/buku-kimia-penerbit-quadra-kelas-12-xii-3-sma-maryono-k13-2013-revisi?extParam=ivf%3Dfalse%26src%3Dsearch
BUKU KIMIA FUNDAMENTAL 1000+ BANK SOAL SMA/MA Kelas 10,BigBook Store,Jakarta Timur,Rp112.900,Terjual 12,4.8,https://www.tokopedia.com/bigbookstore/buku-kimia-fundamental-1000-bank-soal-sma-ma-kelas-10?extParam=ivf%3Dfalse%26src%3Dsearch
Buku Industri Kimia,Buku ID,Tangerang,Rp120.000,Terjual 14,5.0,https://www.tokopedia.com/idbuku/buku-industri-kimia?extParam=ivf%3Dfalse%26src%3Dsearch
"Buku PR Interaktif Kimia kelas 11/XI, Semester 1, Intan Pariwara",Ellice Shop,Surabaya,Rp41.500,Terjual 80+,5.0,https://www.tokopedia.com/elliceshop/buku-pr-interaktif-kimia-kelas-11-xi-semester-1-intan-pariwara-tanpa-kardus?extParam=ivf%3Dfalse%26src%3Dsearch
"Buku PR Interaktif Kimia kelas 12/XII, Intan Pariwara",Ellice Shop,Surabaya,Rp49.500,Terjual 90+,4.9,https://www.tokopedia.com/elliceshop/buku-pr-interaktif-kimia-kelas-12-xii-intan-pariwara-tanpa-kardus?extParam=ivf%3Dfalse%26src%3Dsearch
buku paket kimia organik jilid 1 dan 2 by Fessenden,mabrur books,Jakarta Pusat,Rp89.000,Terjual 50+,5.0,https://www.tokopedia.com/mabrurbooks/buku-paket-kimia-organik-jilid-1-dan-2-by-fessenden?extParam=ivf%3Dfalse%26src%3Dsearch
Mengenal Polimer dan Polimerisasi,UGM Press Online,Kab. Sleman,Rp54.600,Terjual 30+,4.9,https://www.tokopedia.com/ugmpressonline/mengenal-polimer-dan-polimerisasi?extParam=ivf%3Dfalse%26src%3Dsearch
buku kimia kls 2 SMA penerbit erlangga 2013 karya unggul sudarmo,toko buku abenk happy,Jakarta Pusat,Rp70.000,Terjual 10,5.0,https://www.tokopedia.com/tokobukuabenk/buku-kimia-kls-2-sma-penerbit-erlangga-2013-karya-unggul-sudarmo?extParam=ivf%3Dfalse%26src%3Dsearch
Buku KIMIA UNIVERSITAS Jilid 1. by James E. Brady,Doboriboid,Jakarta Selatan,Rp70.000,Terjual 4,5.0,https://www.tokopedia.com/doboriboid/buku-kimia-universitas-jilid-1-by-james-e-brady?extParam=ivf%3Dfalse%26src%3Dsearch
buku kimia untuk SMA kelas XII K 2013 oleh unggul Sudarmo Erlangga,aurelarlettabookstore,Jakarta Pusat,Rp70.000,Terjual 15,4.7,https://www.tokopedia.com/aurelarlettabookstore/buku-kimia-untuk-sma-kelas-xii-k-2013-oleh-unggul-sudarmo-erlangga?extParam=ivf%3Dfalse%26src%3Dsearch
EGC Kimia Klinik Program Keahlian TLM,PENERBIT EGC,Jakarta Utara,Rp125.000,Terjual 4,5.0,https://www.tokopedia.com/penerbitegc/egc-kimia-klinik-program-keahlian-tlm?extParam=ivf%3Dfalse%26src%3Dsearch
BUKU KIMIA SMP KELAS 7 KTSP 2006 ERLANGGA PENGARANG MICHAEL PURBA,BIGBOOK SHOP GROSIR,Jakarta Timur,Rp77.000,Terjual 14,4.7,https://www.tokopedia.com/bigbookshopgrosir/buku-kimia-smp-kelas-7-ktsp-2006-erlangga-pengarang-michael-purba?extParam=ivf%3Dfalse%26src%3Dsearch
EGC Kimia Pangan Analisis Laboratorium Edisi 2,PENERBIT EGC,Jakarta Utara,Rp129.000,Terjual 7,5.0,https://www.tokopedia.com/penerbitegc/egc-kimia-pangan-analisis-laboratorium-edisi-2?extParam=ivf%3Dfalse%26src%3Dsearch
buku kimia untuk SMA kelas XII K 2013 terbitan Erlangga,aurelarlettabookstore,Jakarta Pusat,Rp105.000,Terjual 7,5.0,https://www.tokopedia.com/aurelarlettabookstore/buku-kimia-untuk-sma-kelas-xii-k-2013-terbitan-erlangga?extParam=ivf%3Dfalse%26src%3Dsearch
"BUKU SMA/MA - SERIBU PENA HOTS BANK MATEMATIKA, FISIKA, KIMIA, BIOLOGI",Funbookstore,Jakarta Selatan,Rp94.000,Terjual 8,4.8,https://www.tokopedia.com/funbookstore-2/buku-sma-ma-seribu-pena-hots-bank-matematika-fisika-kimia-biologi-kimia?extParam=ivf%3Dfalse%26src%3Dsearch
Original Buku Kimia Kelas 1 / X 10 Sma Peminatan K13N Erlangga,Aqila Toko Buku,Jakarta Timur,Rp113.000,Terjual 100+,4.9,https://www.tokopedia.com/aqilatokobuku/original-buku-kimia-kelas-1-x-10-sma-peminatan-k13n-erlangga?extParam=ivf%3Dfalse%26src%3Dsearch
PINTAR KIMIA TANPA BIMBEL SMA X XI XII,OOTB,Jakarta Selatan,Rp15.000,Terjual 10,5.0,https://www.tokopedia.com/ootb/pintar-kimia-tanpa-bimbel-sma-x-xi-xii?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D8362077
Buku Brilian Kimia Kelas 11/XI SMA Grafindo K13 Revisi,Raffi Books,Jakarta Pusat,Rp57.000,Terjual 12,5.0,https://www.tokopedia.com/raffibooks/buku-brilian-kimia-kelas-11-xi-sma-grafindo-k13-revisi?extParam=ivf%3Dfalse%26src%3Dsearch
Buku Seri Buku Kimiasutra 1 : Kimia Kuliner oleh Harry Nazarudin,BukuKita,Jakarta Barat,Rp42.500,Terjual 4,5.0,https://www.tokopedia.com/bukukita/buku-seri-buku-kimiasutra-1-kimia-kuliner-oleh-harry-nazarudin?extParam=ivf%3Dfalse%26src%3Dsearch
BUKU KIMIA SMA KELAS 10 11 12 PEMINATAN K2013 UNGGUL SUDARMO ERLANGGA,Sakha Book Store,Bekasi,Rp102.000,Terjual 5,5.0,https://www.tokopedia.com/sakha-book/buku-kimia-sma-kelas-10-11-12-peminatan-k2013-unggul-sudarmo-erlangga-kelas-1-x-10?extParam=ivf%3Dfalse%26src%3Dsearch
buku kimia untuk SMA kelas XII K 2013 terbitan quadra,aurelarlettabookstore,Jakarta Pusat,Rp70.000,Terjual 8,5.0,https://www.tokopedia.com/aurelarlettabookstore/buku-kimia-untuk-sma-kelas-xii-k-2013-terbitan-quadra?extParam=ivf%3Dfalse%26src%3Dsearch
Buku Seri WHY ? Chemistry - KIMIA,Gubuk Buku id,Jakarta Barat,Rp90.200,Terjual 11,5.0,https://www.tokopedia.com/archive-gubukbuku/buku-seri-why-chemistry-kimia?extParam=ivf%3Dfalse%26src%3Dsearch
BUKU PELAJARAN SMA: STRATEGI & BANK SOAL HOTS KIMIA SMA KELAS 10 11 12,cerdas media,Depok,Rp63.750,Terjual 80+,5.0,https://www.tokopedia.com/cerdasmedia/buku-pelajaran-sma-strategi-bank-soal-hots-kimia-sma-kelas-10-11-12?extParam=ivf%3Dfalse%26src%3Dsearch
"Buku, Sistem Periodik Unsur - Unsur Kimia -Ori",Pusat Buku Original,Tangerang Selatan,Rp40.000,Terjual 5,4.7,https://www.tokopedia.com/pusatbukuor/buku-sistem-periodik-unsur-unsur-kimia-ori?extParam=ivf%3Dfalse%26src%3Dsearch
Detik UN Kimia SMA 2020 Penerbit Intan Pariwara,Diaz Shop,Kab. Tangerang,Rp28.000,Terjual 100+,4.9,https://www.tokopedia.com/diaz3105/detik-un-kimia-sma-2020-penerbit-intan-pariwara?extParam=ivf%3Dfalse%26src%3Dsearch
Buku Kartun Kimia (2020) - Larry Gonick,Oku Books,Jakarta Barat,Rp59.950,Terjual 27,4.9,https://www.tokopedia.com/okubooks/buku-kartun-kimia-2020-larry-gonick?extParam=ivf%3Dfalse%26src%3Dsearch
Buku KIMIA PANGAN DAN GIZI,ardianabook,Jakarta Pusat,Rp35.000,Terjual 12,5.0,https://www.tokopedia.com/pandubook/buku-kimia-pangan-dan-gizi?extParam=ivf%3Dfalse%26src%3Dsearch
buku konsep dan penerapan kimia kelas xi bailmu 11 sma 2 edisi revisi,winzzie,Jakarta Barat,Rp85.000,Terjual 3,5.0,https://www.tokopedia.com/winzzie/buku-konsep-dan-penerapan-kimia-kelas-xi-bailmu-11-sma-2-edisi-revisi?extParam=ivf%3Dfalse%26src%3Dsearch
Buku kimia kls 2A SMA ktsp 2006 erlangga,iinbuku,Kab. Bekasi,Rp80.000,Terjual 22,4.9,https://www.tokopedia.com/iinbuku/buku-kimia-kls-2a-sma-ktsp-2006-erlangga?extParam=ivf%3Dfalse%26src%3Dsearch
Kimia Minyak Atsiri,UGM Press Online,Kab. Sleman,Rp48.000,Terjual 40+,5.0,https://www.tokopedia.com/ugmpressonline/kimia-minyak-atsiri?extParam=ivf%3Dfalse%26src%3Dsearch
"BUKU RAHASIA PINTAR RUMUS-RUMUS FISIKA KIMIA UNTUK SMP/MTS KELAS 7,8,9",Gradian Bookstore,Jakarta Pusat,Rp27.000,Terjual 16,5.0,https://www.tokopedia.com/gradianbookstore/buku-rahasia-pintar-rumus-rumus-fisika-kimia-untuk-smp-mts-kelas-7-8-9?extParam=ivf%3Dfalse%26src%3Dsearch
Kimia organik 1,Ganesha Book Store,Bandung,Rp107.000,Terjual 9,4.8,https://www.tokopedia.com/ganeshabookstore/kimia-organik-1?extParam=ivf%3Dfalse%26src%3Dsearch
Paket 2 Buku Kartun Fisika & Kartun Kimia By Larry Gonick,Showroom Books,Jakarta Barat,Rp120.000,Terjual 70+,4.9,https://www.tokopedia.com/businessbooks/paket-2-buku-kartun-fisika-kartun-kimia-by-larry-gonick?extParam=ivf%3Dfalse%26src%3Dsearch
Biorefinery,UGM Press Online,Kab. Sleman,Rp70.500,Terjual 30+,5.0,https://www.tokopedia.com/ugmpressonline/biorefinery?extParam=ivf%3Dfalse%26src%3Dsearch
BUKU KIMIA SMA/MA KELAS 10 PEMINATAN K13 BAILMU,Amanahbook,Jakarta Pusat,Rp113.000,Terjual 8,5.0,https://www.tokopedia.com/amanahbook/buku-kimia-sma-ma-kelas-10-peminatan-k13-bailmu?extParam=ivf%3Dfalse%26src%3Dsearch
BUKU PELAJARAN SMP: BEST SCORE 100 BANK SOAL IPA FISIKA KIMIA BIOLOGI,sarasa_aksara,Depok,Rp102.000,Terjual 9,5.0,https://www.tokopedia.com/sarasaaks/buku-pelajaran-smp-best-score-100-bank-soal-ipa-fisika-kimia-biologi?extParam=ivf%3Dfalse%26src%3Dsearch
Buku Kimia Organik Fessenden dan Fessenden,Fanya Books,Depok,Rp65.000,Terjual 21,4.3,https://www.tokopedia.com/fanyabook/buku-kimia-organik-fessenden-dan-fessenden?extParam=ivf%3Dfalse%26src%3Dsearch
BUKU KIMIA ORGANIK FESSENDEN TERLARIS TERMURAH,TokoBukuKhasanah,Bandung,Rp49.900,Terjual 13,5.0,https://www.tokopedia.com/tokobukukhasanah/buku-kimia-organik-fessenden-terlaris-termurah?extParam=ivf%3Dfalse%26src%3Dsearch
Buku Kimia Dasar Konsep Inti Jilid 1 Edisi 3 Raymond Chang Erlangga,Sahabat Buku Anak,Kab. Tangerang,Rp525.000,Terjual 0,No Ratings,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1OHAKdo_KObm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_yDUSz2Q31i6sJfo_j7o_1RopKDUMoFyaUEopnFbm-xgVYpyfYagZUEHpJabsyRHp1do_Hp6_yaH_nRbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qBBN3jz-H1Y93_CHuJ203uzuPJNJe_uqq_n7__-uHJh1yRxvzO1a_MOqq1OkQcW681BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PE3I2z8jNkqAxMzRPNyjrNHfgU8IoouRxfgAod6cHp1SzMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32-H7O_oA-ozJBN_uz081Oku_u6zco2_JoG8Bja69BqusBE3BPc8ujagfBvq1BE_uz-P1NkyR26ucrh_92oo1NkZ9xozco2gBJYvZUDUSupg9-wq3ei6iUFUiFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pKDHpHh6mF7Hpyd9ZFiQBYsy3Njq3zxPcuwy3zpUsthoAJDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUst7HpjOHiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDioAHf6mUDUsKRoaUDUsKR6ZUDUsKfoaUDUsKfom-Pbm-SrMYOrVYpPI-xPcuS8ZUE3pJDHB7DUSCaq3oB9f-2gmUEopnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6s17oid7oAJaosnpHprf6AHRbm-hP3ua8uYag3hay3N09RosQR-BUstFbsr7opy7H_Ufo_HNHsHFHpuY?src=search&dv=desktop&ob=23&keywords=buku+kimia&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fpelitabuku%2Fbuku-kimia-dasar-konsep-inti-jilid-1-edisi-3-raymond-chang-erlangga%3FextParam%3Divf%253Dfalse%26src%3Dtopads&is_search=1&management_type=1&page=1
Buku Kimia Dasar II,Madu Mubarak,Kab. Sleman,Rp154.000,Terjual 1,No Ratings,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_n7o_Hp6A1pbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_rDUSz2Q31i6sJfo_j7o_1RopKDUMoFyaUEop1Fbm-0g9BRQR-j9fBjUsthHArd6_yOHpUfbm-xgVYpyfYagZUEHsjNbsjfHs1F6AKd6AnFopKDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1O1z_V6qjjhZ3BRq3-W69ugHBu2_fB-HjOW19B6uchW_jHF8u2Iz_VHuVVR_OPgPJYJ_Mh6epnp_uztQJNk3MOgqjjO3jzsq1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGrMzc63hBz7gkgJo-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-8jOJu9uvuVud_7zV8JOkz_CvzJjp_SBG6ZUDUSupg9-wq3ei6iUFUiFiy3hSUstiqRzwg9xxyReibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Q6mFpHpJdbAeposxPbm-X9foxQMz2gcV7guYxgIHi6sJ7HZFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUseposKibmUdopribmUdopjibmUdosribmUdosei9ZFirMuDg9gxQMoB9RosQR-BUstFbsKFo_K7oAKaH_KFHpHfHAyDUSCaq3oB9f-2gmUEop1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6s17HZdf6A1RosrRosehop1Nbm-hP3ua8uYag3hay3N09RosQR-BUstFbsKFo_K7oAjFHsjNHsU76AuY?dv=desktop&keywords=buku+kimia&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fmadumubarak%2Fbuku-kimia-dasar-ii%3FextParam%3Divf%253Dfalse%26src%3Dtopads&src=search&is_search=1&t=desktop&ob=23&management_type=1
"Buku Rangkuman Penting KIMIA SMA/MA Kelas 10,11,12",hi-shop,Jakarta Timur,Rp20.700,Terjual 5,4.7,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_ehH_1OHpUNbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_KDUSz2Q31i6sJfo_j7o_1RopKDUMoFyaUE6_1Fbm-xgVYpyfYagZUEHpHdbsUOHsKfopya6AefoAUDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBk39BqzJjh_OPgHJh1ZMWguVu7_jzCou22HAzoHB1F_Vzs8JYIu_-6Qu22_32Dq7NNZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPR2y8BVE_M2t6cgIPRBizpjpgjxdr7O98IgjHRKdypoZPcgU8c2gq1BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjjp_jH7H7Nkz_V6zVBN_920H1Nkgp--q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBo8j77_c2-H1Okgp-68BBN_7zzHjNJZ3BM1_7YUiFiP9oBrBY2gmUEUsnibm-xQcri6i-pPcOwQAowQA-wQAJibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Q6mFpHpJdbAeposxPbm-X9foxQMz2gcV7guYxgIHi6sJ7HZFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sHaosHpbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aU7HpydUiFi6ArRUiFi6ArNUiFi6AyRUiFi6Ay7UB7DUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirI-2yfuwyMBjUstNo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_HNbs1Oopn7Hp1OH_JNHAHDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXo_jOH_UNHs1hoAKFH_nao97?page=1&management_type=1&is_search=1&t=desktop&src=search&ob=23&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fhi-shop%2Fbuku-rangkuman-penting-kimia-sma-ma-kelas-10-11-12%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=buku+kimia
TERMURAH ORIGINAL BUKU Kimia Dasar Jilid 2,frasta_shop,Bandung,Rp59.000,Terjual 0,No Ratings,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEosraHA1NopUDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsth6ZFiPcBWgZUEH_yO6_eOo_rR6mFiyRCsUstNHAnDUMVj9RosQR-BUsta6_KXo_y7HpKNH_UFHs1pHZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32g8u2JZ_VvuOjF_VzGqOB1u9z6zJJO3MjFoJ7au_CHucod_7PuHjNW3MBoqMh0_SB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8BxE1926qMKdgjPR83-I6_oMZIxp_uPdPMep8AxsHO-7gjxdqBB2Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_ovepea_Bz-HJNJe9xoqMH7_7zSH7B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OkqpzHqB1a_jzooJY1z9BozJjh_92Vq3gzv_7ibm-Orfua9fBjUstiHmUDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDdbAHpH_KDoAHf6V7DUMNwyfVXgcBjy9zB9fVjraUEH_ehbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsrO6_JDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUseposKibmUdopribmUdopjibmUdosribmUdosei9ZFirI-2yfuwyMBjUstNHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_HRbsefo_UhosUFoAjhH_HDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snX6AnFH_yOH_rfHpjhosnhoS7?src=search&keywords=buku+kimia&management_type=2&is_search=1&page=1&ob=23&t=desktop&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Ffrasta%2Ftermurah-original-buku-kimia-dasar-jilid-2%3FextParam%3Divf%253Dfalse%26src%3Dtopads
